"Furnace Whelp",10E,R,Creature — Dragon,2\2,,U,{2}{R}{R},"Flying
{R}: Furnace Whelp gets +1\+0 until end of turn.",,,1\1
"Furnace Whelp",FD,R,Creature — Dragon,2\2,,U,{2}{R}{R},"Flying
{R}: Furnace Whelp gets +1\+0 until end of turn.",,,1\1
"Furor of the Bitten",ISD,R,Enchantment — Aura,,,C,{R},"Enchant creature
Enchanted creature gets +2\+2 and attacks each turn if able.",,,1\1
"Fury Charm",PLC,R,Instant,,,C,{1}{R},"Choose one — Destroy target artifact; or target creature gets +1\+1 and gains trample until end of turn; or remove two time counters from target permanent or suspended card.",,,1\1
"Fury Sliver",TSP,R,Creature — Sliver,3\3,,U,{5}{R},"All Sliver creatures have double strike.",,,1\1
"Furyborn Hellkite",M12,R,Creature — Dragon,6\6,,M,{4}{R}{R}{R},"Bloodthirst 6 If an opponent was dealt damage this turn, this creature enters the battlefield with six +1\+1 counters on it.
Flying",,,1\1
"Furystoke Giant",SHM,R,Creature — Giant Warrior,3\3,,R,{3}{R}{R},"When Furystoke Giant enters the battlefield, other creatures you control gain '{T}: This creature deals 2 damage to target creature or player' until end of turn.
Persist When this creature dies, if it had no -1\-1 counters on it, return it to the battlefield under its owner's control with a -1\-1 counter on it.",,,1\1
"Fusion Elemental",CFX,Gld,Creature — Elemental,8\8,,U,{W}{U}{B}{R}{G},"

Rules Text:",,,1\1
"Fyndhorn Elder",8E,G,Creature — Elf Druid,1\1,,U,{2}{G},"{T}: Add {G}{G} to your mana pool.",,,1\1
"Gaddock Teeg",LRW,Gld,Legendary Creature — Kithkin Advisor,2\2,,R,{G}{W},"Noncreature spells with converted mana cost 4 or greater can't be cast.
Noncreature spells with {X} in their mana costs can't be cast.",,,1\1
"Gaea's Anthem",PLC,G,Enchantment,,,R,{1}{G}{G},"Creatures you control get +1\+1.",,,1\1
"Gaea's Blessing",TSB,G,Sorcery,,,R,{1}{G},"Target player shuffles up to three target cards from his or her graveyard into his or her library.
Draw a card.
When Gaea's Blessing is put into your graveyard from your library, shuffle your graveyard into your library.",,,1\1
"Gaea's Herald",10E,G,Creature — Elf,1\1,,R,{1}{G},"Creature spells can't be countered.",,,1\1
"Gaea's Herald",8E,G,Creature — Elf,1\1,,R,{1}{G},"Creature spells can't be countered.",,,1\1
"Gaea's Liege",TSB,G,Creature — Avatar,*\*,,R,{3}{G}{G}{G},"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.",,,1\1
"Gaea's Revenge",M11,G,Creature — Elemental,8\5,,M,{5}{G}{G},"Gaea's Revenge can't be countered.
Haste
Gaea's Revenge can't be the target of nongreen spells or abilities from nongreen sources.",,,1\1
"Gale Force",CHK,G,Sorcery,,,U,{4}{G},"Gale Force deals 5 damage to each creature with flying.",,,1\1
"Galepowder Mage",LRW,W,Creature — Kithkin Wizard,3\3,,R,{3}{W},"Flying
Whenever Galepowder Mage attacks, exile another target creature. Return that card to the battlefield under its owner's control at the beginning of the next end step.",,,1\1
"Gallows Warden",ISD,W,Creature — Spirit,3\3,,U,{4}{W},"Flying
Other Spirit creatures you control get +0\+1.",,,1\1
"Galvanic Arc",RAV,R,Enchantment — Aura,,,C,{2}{R},"Enchant creature
When Galvanic Arc enters the battlefield, it deals 3 damage to target creature or player.
Enchanted creature has first strike.",,,1\1
"Galvanic Blast",SOM,R,Instant,,,C,{R},"Galvanic Blast deals 2 damage to target creature or player.
Metalcraft — Galvanic Blast deals 4 damage to that creature or player instead if you control three or more artifacts.",,,1\1
"Galvanic Juggernaut",ISD,Art,Artifact Creature — Juggernaut,5\5,,U,{4},"Galvanic Juggernaut attacks each turn if able.
Galvanic Juggernaut doesn't untap during your untap step.
Whenever another creature dies, untap Galvanic Juggernaut.",,,1\1
"Galvanic Key",MR,Art,Artifact,,,C,{2},"Flash
{3}, {T}: Untap target artifact.",,,1\1
"Galvanoth",MBS,R,Creature — Beast,3\3,,R,{3}{R}{R},"At the beginning of your upkeep, you may look at the top card of your library. If it's an instant or sorcery card, you may cast it without paying its mana cost.",,,1\1
"Game-Trail Changeling",MOR,G,Creature — Shapeshifter,4\4,,C,{3}{G}{G},"Changeling This card is every creature type at all times.
Trample",,,1\1
"Gargoyle Castle",M10,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{5}, {T}, Sacrifice Gargoyle Castle: Put a 3\4 colorless Gargoyle artifact creature token with flying onto the battlefield.",,,1\1
"Gargoyle Sentinel",M11,Art,Artifact Creature — Gargoyle,3\3,,U,{3},"Defender This creature can't attack.
{3}: Until end of turn, Gargoyle Sentinel loses defender and gains flying.",,,1\1
"Garruk Relentless",ISD,G,Planeswalker — Garruk,\3,,M,{3}{G},"When Garruk Relentless has two or fewer loyalty counters on him, transform him.
0: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.
0: Put a 2\2 green Wolf creature token onto the battlefield.",,,1\1
"Garruk Wildspeaker",M11,G,Planeswalker — Garruk,\3,,M,{2}{G}{G},"+1: Untap two target lands.
-1: Put a 3\3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3\+3 and gain trample until end of turn.",,,1\1
"Garruk Wildspeaker",M10,G,Planeswalker — Garruk,\3,,M,{2}{G}{G},"+1: Untap two target lands.
-1: Put a 3\3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3\+3 and gain trample until end of turn.",,,1\1
"Garruk Wildspeaker",LRW,G,Planeswalker — Garruk,\3,,R,{2}{G}{G},"+1: Untap two target lands.
-1: Put a 3\3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3\+3 and gain trample until end of turn.",,,1\1
"Garruk, Primal Hunter",M12,G,Planeswalker — Garruk,\3,,M,{2}{G}{G}{G},"+1: Put a 3\3 green Beast creature token onto the battlefield.
-3: Draw cards equal to the greatest power among creatures you control.
-6: Put a 6\6 green Wurm creature token onto the battlefield for each land you control.",,,1\1
"Garruk, the Veil-Cursed",ISD,Lnd,Planeswalker — Garruk,,,M,,"+1: Put a 1\1 black Wolf creature token with deathtouch onto the battlefield.
-1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.
-3: Creatures you control gain trample and get +X\+X until end of turn, where X is the number of creature cards in your graveyard.",,,1\1
"Garruk's Companion",M12,G,Creature — Beast,3\2,,C,{G}{G},"Trample If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.",,,1\1
"Garruk's Companion",M11,G,Creature — Beast,3\2,,C,{G}{G},"Trample If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.",,,1\1
"Garruk's Horde",M12,G,Creature — Beast,7\7,,R,{5}{G}{G},"Trample
Play with the top card of your library revealed.
You may cast the top card of your library if it's a creature card. Do this only any time you could cast that creature card. You still pay the spell's costs.",,,1\1
"Garruk's Packleader",M11,G,Creature — Beast,4\4,,U,{4}{G},"Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card.",,,1\1
"Gaze of Adamaro",SOK,R,Instant — Arcane,,,U,{2}{R}{R},"Gaze of Adamaro deals damage equal to the number of cards in target player's hand to that player.",,,1\1
"Gaze of Justice",TSP,W,Sorcery,,,C,{W},"As an additional cost to cast Gaze of Justice, tap three untapped white creatures you control.
Exile target creature.
Flashback {5}{W} You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.",,,1\1
"Gaze of the Gorgon",RAV,Gld,Instant,,,C,{3}{BG},"{bg} can be paid with either {B} or {G}.
Regenerate target creature. At end of combat, destroy all creatures that blocked or were blocked by that creature this turn.",,,1\1
"Gate Hound",RAV,W,Creature — Hound,1\1,,C,{2}{W},"Creatures you control have vigilance as long as Gate Hound is enchanted.",,,1\1
"Gate to the Aether",MR,Art,Artifact,,,R,{6},"At the beginning of each player's upkeep, that player reveals the top card of his or her library. If it's an artifact, creature, enchantment, or land card, the player may put it onto the battlefield.",,,1\1
"Gatekeeper of Malakir",ZEN,B,Creature — Vampire Warrior,2\2,,U,{B}{B},"Kicker {B} You may pay an additional {B} as you cast this spell.
When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature.",,,1\1
"Gathan Raiders",FUT,R,Creature — Human Warrior,3\3,,C,{3}{R}{R},"Hellbent — Gathan Raiders gets +2\+2 as long as you have no cards in hand.
Morph—Discard a card. You may cast this face down as a 2\2 creature for {3}. Turn it face up any time for its morph cost.",,,1\1
"Gather Courage",RAV,G,Instant,,,C,{G},"Convoke Each creature you tap while casting this spell reduces its cost by {1} or by one mana of that creature's color.
Target creature gets +2\+2 until end of turn.",,,1\1
"Gather Specimens",ALA,U,Instant,,,R,{3}{U}{U}{U},"If a creature would enter the battlefield under an opponent's control this turn, it enters the battlefield under your control instead.",,,1\1
"Gatherer of Graces",GP,G,Creature — Human Druid,1\2,,U,{1}{G},"Gatherer of Graces gets +1\+1 for each Aura attached to it.
Sacrifice an Aura: Regenerate Gatherer of Graces.",,,1\1
"Gatstaf Howler",ISD,G,Creature — Werewolf,3\3,,U,,"Intimidate This creature can't be blocked except by artifact creatures and\or creatures that share a color with it.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Gatstaf Howler.",,,1\1
"Gatstaf Shepherd",ISD,G,Creature — Human Werewolf,2\2,,U,{1}{G},"At the beginning of each upkeep, if no spells were cast last turn, transform Gatstaf Shepherd.",,,1\1
"Gauntlet of Power",TSP,Art,Artifact,,,R,{5},"As Gauntlet of Power enters the battlefield, choose a color.
Creatures of the chosen color get +1\+1.
Whenever a basic land is tapped for mana of the chosen color, its controller adds one mana of that color to his or her mana pool in addition to the mana the land produces.",,,1\1
"Gavony Township",ISD,Lnd,Land,,,R,,"{T}: Add {1} to your mana pool.
{2}{G}{W}, {T}: Put a +1\+1 counter on each creature you control.",,,1\1
"Geist of Saint Traft",ISD,Gld,Legendary Creature — Spirit Cleric,2\2,,M,{1}{W}{U},"Hexproof This creature can't be the target of spells or abilities your opponents control.
Whenever Geist of Saint Traft attacks, put a 4\4 white Angel creature token with flying onto the battlefield tapped and attacking. Exile that token at end of combat.",,,1\1
"Geistcatcher's Rig",ISD,Art,Artifact Creature — Construct,4\5,,U,{6},"When Geistcatcher's Rig enters the battlefield, you may have it deal 4 damage to target creature with flying.",,,1\1
"Geistflame",ISD,R,Instant,,,C,{R},"Geistflame deals 1 damage to target creature or player.
Flashback {3}{R} You may cast this card from your graveyard for its flashback cost. Then exile it.",,,1\1
"Geist-Honored Monk",ISD,W,Creature — Human Monk,*\*,,R,{3}{W}{W},"Vigilance
Geist-Honored Monk's power and toughness are each equal to the number of creatures you control.
When Geist-Honored Monk enters the battlefield, put two 1\1 white Spirit creature tokens with flying onto the battlefield.",,,1\1
"Gelatinous Genesis",ROE,G,Sorcery,,,R,{X}{X}{G},"Put X X\X green Ooze creature tokens onto the battlefield.",,,1\1
"Gelectrode",GP,Gld,Creature — Weird,0\1,,U,{1}{U}{R},"{T}: Gelectrode deals 1 damage to target creature or player.
Whenever you cast an instant or sorcery spell, you may untap Gelectrode.",,,1\1
"Gemhide Sliver",TSP,G,Creature — Sliver,1\1,,C,{1}{G},"All Slivers have '{T}: Add one mana of any color to your mana pool.'",,,1\1
"Gemini Engine",DS,Art,Artifact Creature — Construct,3\4,,R,{6},"Whenever Gemini Engine attacks, put a colorless Construct artifact creature token named Twin onto the battlefield attacking. Its power is equal to Gemini Engine's power and its toughness is equal to Gemini Engine's toughness. Sacrifice the token at end of combat.",,,1\1
"Gemstone Array",FD,Art,Artifact,,,U,{4},"{2}: Put a charge counter on Gemstone Array.
Remove a charge counter from Gemstone Array: Add one mana of any color to your mana pool.",,,1\1
"Gemstone Caverns",TSP,Lnd,Legendary Land,,,R,,"If Gemstone Caverns is in your opening hand and you're not playing first, you may begin the game with Gemstone Caverns on the battlefield with a luck counter on it. If you do, exile a card from your hand.
{T}: Add {1} to your mana pool. If Gemstone Caverns has a luck counter on it, instead add one mana of any color to your mana pool.",,,1\1
"Gemstone Mine",TSB,Lnd,Land,,,R,,"Gemstone Mine enters the battlefield with three mining counters on it.
{T}, Remove a mining counter from Gemstone Mine: Add one mana of any color to your mana pool. If there are no mining counters on Gemstone Mine, sacrifice it.",,,1\1
"General's Kabuto",CHK,Art,Artifact — Equipment,,,R,{4},"Equipped creature has shroud. It can't be the target of spells or abilities.
Prevent all combat damage that would be dealt to equipped creature.
Equip {2} {2}: Attach to target creature you control. Equip only as a sorcery.",,,1\1
"Genesis Chamber",DS,Art,Artifact,,,U,{2},"Whenever a nontoken creature enters the battlefield, if Genesis Chamber is untapped, that creature's controller puts a 1\1 colorless Myr artifact creature token onto the battlefield.",,,1\1
"Genesis Wave",SOM,G,Sorcery,,,R,{X}{G}{G}{G},"Reveal the top X cards of your library. You may put any number of permanent cards with converted mana cost X or less from among them onto the battlefield. Then put all cards revealed this way that weren't put onto the battlefield into your graveyard.",,,1\1
"Genju of the Cedars",BOK,G,Enchantment — Aura,,,U,{G},"Enchant Forest
{2}: Enchanted Forest becomes a 4\4 green Spirit creature until end of turn. It's still a land.
When enchanted Forest is put into a graveyard, you may return Genju of the Cedars from your graveyard to your hand.",,,1\1
"Genju of the Falls",BOK,U,Enchantment — Aura,,,U,{U},"Enchant Island
{2}: Enchanted Island becomes a 3\2 blue Spirit creature with flying until end of turn. It's still a land.
When enchanted Island is put into a graveyard, you may return Genju of the Falls from your graveyard to your hand.",,,1\1
"Genju of the Fens",BOK,B,Enchantment — Aura,,,U,{B},"Enchant Swamp
{2}: Until end of turn, enchanted Swamp becomes a 2\2 black Spirit creature with '{B}: This creature gets +1\+1 until end of turn.' It's still a land.
When enchanted Swamp is put into a graveyard, you may return Genju of the Fens from your graveyard to your hand.",,,1\1
"Genju of the Fields",BOK,W,Enchantment — Aura,,,U,{W},"Enchant Plains
{2}: Until end of turn, enchanted Plains becomes a 2\5 white Spirit creature with 'Whenever this creature deals damage, its controller gains that much life.' It's still a land.
When enchanted Plains is put into a graveyard, you may return Genju of the Fields from your graveyard to your hand.",,,1\1
"Genju of the Realm",BOK,Gld,Legendary Enchantment — Aura,,,R,{W}{U}{B}{R}{G},"Enchant land
{2}: Enchanted land becomes a legendary 8\12 Spirit creature with trample until end of turn. It's still a land.
When enchanted land is put into a graveyard, you may return Genju of the Realm from your graveyard to your hand.",,,1\1
"Genju of the Spires",BOK,R,Enchantment — Aura,,,U,{R},"Enchant Mountain
{2}: Enchanted Mountain becomes a 6\1 red Spirit creature until end of turn. It's still a land.
When enchanted Mountain is put into a graveyard, you may return Genju of the Spires from your graveyard to your hand.",,,1\1
"Geosurge",NPH,R,Sorcery,,,U,{R}{R}{R}{R},"Add {R}{R}{R}{R}{R}{R}{R} to your mana pool. Spend this mana only to cast artifact or creature spells.",,,1\1
"Geth, Lord of the Vault",SOM,B,Legendary Creature — Zombie,5\5,,M,{4}{B}{B},"Intimidate
{X}{B}: Put target artifact or creature card with converted mana cost X from an opponent's graveyard onto the battlefield under your control tapped. Then that player puts the top X cards of his or her library into his or her graveyard.",,,1\1
"Geth's Grimoire",DS,Art,Artifact,,,U,{4},"Whenever an opponent discards a card, you may draw a card.",,,1\1
"Geth's Verdict",NPH,B,Instant,,,C,{B}{B},"Target player sacrifices a creature and loses 1 life.",,,1\1
"Geyser Glider",ZEN,R,Creature — Elemental Beast,4\4,,U,{3}{R}{R},"Landfall — Whenever a land enters the battlefield under your control, Geyser Glider gains flying until end of turn.",,,1\1
"Ghalma's Warden",SOM,W,Creature — Elephant Soldier,2\4,,C,{3}{W},"Metalcraft — Ghalma's Warden gets +2\+2 as long as you control three or more artifacts.",,,1\1
"Ghastlord of Fugue",SHM,Gld,Creature — Spirit Avatar,4\4,,R,{UB}{UB}{UB}{UB}{UB},"Ghastlord of Fugue is unblockable.
Whenever Ghastlord of Fugue deals combat damage to a player, that player reveals his or her hand. You choose a card from it. That player exiles that card.",,,1\1
"Ghastly Discovery",SHM,U,Sorcery,,,C,{2}{U},"Draw two cards, then discard a card.
Conspire As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it.",,,1\1
"Ghitu Encampment",10E,Lnd,Land,,,U,,"Ghitu Encampment enters the battlefield tapped.
{T}: Add {R} to your mana pool.
{1}{R}: Ghitu Encampment becomes a 2\1 red Warrior creature with first strike until end of turn. It's still a land. It deals combat damage before creatures without first strike.",,,1\1
"Ghitu Firebreathing",TSP,R,Enchantment — Aura,,,C,{1}{R},"Flash You may cast this spell any time you could cast an instant.
Enchant creature
{R}: Enchanted creature gets +1\+0 until end of turn.
{R}: Return Ghitu Firebreathing to its owner's hand.",,,1\1
"Ghor-Clan Bloodscale",GP,R,Creature — Viashino Warrior,2\1,,U,{3}{R},"First strike
{3}{G}: Ghor-Clan Bloodscale gets +2\+2 until end of turn. Activate this ability only once each turn.",,,1\1
"Ghor-Clan Savage",GP,G,Creature — Centaur Berserker,2\3,,C,{3}{G}{G},"Bloodthirst 3 If an opponent was dealt damage this turn, this creature enters the battlefield with three +1\+1 counters on it.",,,1\1
"Ghost Council of Orzhova",GP,Gld,Legendary Creature — Spirit,4\4,,R,{W}{W}{B}{B},"When Ghost Council of Orzhova enters the battlefield, target opponent loses 1 life and you gain 1 life.
{1}, Sacrifice a creature: Exile Ghost Council of Orzhova. Return it to the battlefield under its owner's control at the beginning of the next end step.",,,1\1
"Ghost Quarter",ISD,Lnd,Land,,,U,,"{T}: Add {1} to your mana pool.
{T}, Sacrifice Ghost Quarter: Destroy target land. Its controller may search his or her library for a basic land card, put it onto the battlefield, then shuffle his or her library.",,,1\1
"Ghost Quarter",DIS,Lnd,Land,,,U,,"{T}: Add {1} to your mana pool.
{T}, Sacrifice Ghost Quarter: Destroy target land. Its controller may search his or her library for a basic land card, put it onto the battlefield, then shuffle his or her library.",,,1\1
"Ghost Ship",TSB,U,Creature — Spirit,2\4,,R,{2}{U}{U},"Flying
{U}{U}{U}: Regenerate Ghost Ship.",,,1\1
"Ghost Tactician",PLC,W,Creature — Spirit Spellshaper,2\5,,C,{4}{W},"{W}, {T}, Discard a card: Creatures you control get +1\+0 until end of turn.",,,1\1
"Ghost Warden",10E,W,Creature — Spirit,1\1,,C,{1}{W},"{T}: Target creature gets +1\+1 until end of turn.",,,1\1
"Ghost Warden",GP,W,Creature — Spirit,1\1,,C,{1}{W},"{T}: Target creature gets +1\+1 until end of turn.",,,1\1
"Ghostfire",FUT,R,Instant,,,C,{2}{R},"Ghostfire is colorless.
Ghostfire deals 3 damage to target creature or player.",,,1\1
"Ghostflame Sliver",TSP,Gld,Creature — Sliver,2\2,,U,{B}{R},"All Slivers are colorless.",,,1\1
"Ghost-Lit Nourisher",SOK,G,Creature — Spirit,2\1,,U,{2}{G},"{2}{G}, {T}: Target creature gets +2\+2 until end of turn.
Channel — {3}{G}, Discard Ghost-Lit Nourisher: Target creature gets +4\+4 until end of turn.",,,1\1
"Ghost-Lit Raider",SOK,R,Creature — Spirit,2\1,,U,{2}{R},"{2}{R}, {T}: Ghost-Lit Raider deals 2 damage to target creature.
Channel — {3}{R}, Discard Ghost-Lit Raider: Ghost-Lit Raider deals 4 damage to target creature.",,,1\1
"Ghost-Lit Redeemer",SOK,W,Creature — Spirit,1\1,,U,{W},"{W}, {T}: You gain 2 life.
Channel — {1}{W}, Discard Ghost-Lit Redeemer: You gain 4 life.",,,1\1
"Ghost-Lit Stalker",SOK,B,Creature — Spirit,1\1,,U,{B},"{4}{B}, {T}: Target player discards two cards. Activate this ability only any time you could cast a sorcery.
Channel — {5}{B}{B}, Discard Ghost-Lit Stalker: Target player discards four cards. Activate this ability only any time you could cast a sorcery.",,,1\1
"Ghost-Lit Warder",SOK,U,Creature — Spirit,1\1,,U,{1}{U},"{3}{U}, {T}: Counter target spell unless its controller pays {2}.
Channel — {3}{U}, Discard Ghost-Lit Warder: Counter target spell unless its controller pays {4}.",,,1\1
"Ghostly Changeling",LRW,B,Creature — Shapeshifter,2\2,,U,{2}{B},"Changeling This card is every creature type at all times.
{1}{B}: Ghostly Changeling gets +1\+1 until end of turn.",,,1\1
"Ghostly Possession",ISD,W,Enchantment — Aura,,,C,{2}{W},"Enchant creature
Enchanted creature has flying.
Prevent all combat damage that would be dealt to and dealt by enchanted creature.",,,1\1
"Ghostly Prison",CHK,W,Enchantment,,,U,{2}{W},"Creatures can't attack you unless their controller pays {2} for each creature he or she controls that's attacking you.",,,1\1
"Ghosts of the Innocent",RAV,W,Creature — Spirit,4\5,,R,{5}{W}{W},"If a source would deal damage to a creature or player, it deals half that damage, rounded down, to that creature or player instead.",,,1\1
"Ghostway",GP,W,Instant,,,R,{2}{W},"Exile each creature you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.",,,1\1
"Ghoulcaller's Bell",ISD,Art,Artifact,,,C,{1},"{T}: Each player puts the top card of his or her library into his or her graveyard.",,,1\1
"Ghoulcaller's Chant",ISD,B,Sorcery,,,C,{B},"Choose one — Return target creature card from your graveyard to your hand; or return two target Zombie cards from your graveyard to your hand.",,,1\1
"Ghoulraiser",ISD,B,Creature — Zombie,2\2,,C,{1}{B}{B},"When Ghoulraiser enters the battlefield, return a Zombie card at random from your graveyard to your hand.",,,1\1
"Giant Ambush Beetle",ARB,Gld,Creature — Insect,4\3,,U,{3}{BG}{R},"Haste
When Giant Ambush Beetle enters the battlefield, you may have target creature block it this turn if able.",,,1\1
"Giant Badger",8E,G,Creature — Badger,2\2,,C,{1}{G}{G},"Whenever Giant Badger blocks, it gets +2\+2 until end of turn.",,,1\1
"Giant Cockroach",9E,B,Creature — Insect,4\2,,C,{3}{B},"

Rules Text:",,,1\1
"Giant Cockroach",8E,B,Creature — Insect,4\2,,C,{3}{B},"

Rules Text:",,,1\1
"Giant Dustwasp",PLC,G,Creature — Insect,3\3,,C,{3}{G}{G},"Flying
Suspend 4—{1}{G} Rather than cast this card from your hand, you may pay {1}{G} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.",,,1\1
"Giant Growth",M11,G,Instant,,,C,{G},"Target creature gets +3\+3 until end of turn.",,,1\1
"Giant Growth",M10,G,Instant,,,C,{G},"Target creature gets +3\+3 until end of turn.",,,1\1
"Giant Growth",10E,G,Instant,,,C,{G},"Target creature gets +3\+3 until end of turn.",,,1\1
"Giant Growth",9E,G,Instant,,,C,{G},"Target creature gets +3\+3 until end of turn.",,,1\1
"Giant Growth",8E,G,Instant,,,C,{G},"Target creature gets +3\+3 until end of turn.",,,1\1
"Giant Harbinger",LRW,R,Creature — Giant Shaman,3\4,,U,{4}{R},"When Giant Harbinger enters the battlefield, you may search your library for a Giant card, reveal it, then shuffle your library and put that card on top of it.",,,1\1
"Giant Octopus",9E,U,Creature — Octopus,3\3,,C,{3}{U},"

Rules Text:",,,1\1
"Giant Octopus",8E,U,Creature — Octopus,3\3,,C,{3}{U},"

Rules Text:",,,1\1
"Giant Oyster",TSB,U,Creature — Oyster,0\3,,R,{2}{U}{U},"You may choose not to untap Giant Oyster during your untap step.
{T}: For as long as Giant Oyster remains tapped, target tapped creature doesn't untap during its controller's untap step, and at the beginning of each of your draw steps, put a -1\-1 counter on that creature. When Giant Oyster leaves the battlefield or becomes untapped, remove all -1\-1 counters from the creature.",,,1\1
"Giant Scorpion",ZEN,B,Creature — Scorpion,1\3,,C,{2}{B},"Deathtouch Any amount of damage this deals to a creature is enough to destroy it.",,,1\1
"Giant Solifuge",GP,Gld,Creature — Insect,4\1,,R,{2}{RG}{RG},"{rg} can be paid with either {R} or {G}.
Trample; haste; shroud This permanent can't be the target of spells or abilities.",,,1\1
"Giant Spider",M12,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giant Spider",M11,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giant Spider",M10,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giant Spider",10E,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giant Spider",9E,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giant Spider",8E,G,Creature — Spider,2\4,,C,{3}{G},"Reach This creature can block creatures with flying.",,,1\1
"Giantbaiting",SHM,Gld,Sorcery,,,C,{2}{RG},"Put a 4\4 red and green Giant Warrior creature token with haste onto the battlefield. Exile it at the beginning of the next end step.
Conspire As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it.",,,1\1
"Giant's Ire",LRW,R,Tribal Sorcery — Giant,,,C,{3}{R},"Giant's Ire deals 4 damage to target player. If you control a Giant, draw a card.",,,1\1
"Gibbering Descent",FUT,B,Enchantment,,,R,{4}{B}{B},"At the beginning of each player's upkeep, that player loses 1 life and discards a card.
Hellbent — Skip your upkeep step if you have no cards in hand.
Madness {2}{B}{B} If you discard this card, you may cast it for its madness cost instead of putting it into your graveyard.",,,1\1
"Gibbering Kami",CHK,B,Creature — Spirit,2\2,,C,{3}{B},"Flying
Soulshift 3 When this creature dies, you may return target Spirit card with converted mana cost 3 or less from your graveyard to your hand.",,,1\1
"Gideon Jura",M12,W,Planeswalker — Gideon,\6,,M,{3}{W}{W},"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
-2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6\6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",,,1\1
"Gideon Jura",ROE,W,Planeswalker — Gideon,\6,,M,{3}{W}{W},"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
-2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6\6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",,,1\1
"Gideon's Avenger",M12,W,Creature — Human Soldier,2\2,,R,{1}{W}{W},"Whenever a creature an opponent controls becomes tapped, put a +1\+1 counter on Gideon's Avenger.",,,1\1
"Gideon's Lawkeeper",M12,W,Creature — Human Soldier,1\1,,C,{W},"{W}, {T}: Tap target creature.",,,1\1
"Gift of Estates",9E,W,Sorcery,,,U,{1}{W},"If an opponent controls more lands than you, search your library for up to three Plains cards, reveal them, and put them into your hand. Then shuffle your library.",,,1\1
"Gift of Granite",FUT,W,Enchantment — Aura,,,C,{W},"Flash You may cast this spell any time you could cast an instant.
Enchant creature
Enchanted creature gets +0\+2.",,,1\1
"Gift of the Deity",EVE,Gld,Enchantment — Aura,,,C,{4}{BG},"Enchant creature
As long as enchanted creature is black, it gets +1\+1 and has deathtouch. Any amount of damage it deals to a creature is enough to destroy that creature.
As long as enchanted creature is green, it gets +1\+1 and all creatures able to block it do so.",,,1\1
"Gift of the Gargantuan",ALA,G,Sorcery,,,C,{2}{G},"Look at the top four cards of your library. You may reveal a creature card and\or a land card from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.",,,1\1
"Gifts Ungiven",CHK,U,Instant,,,R,{3}{U},"Search your library for four cards with different names and reveal them. Target opponent chooses two of those cards. Put the chosen cards into your graveyard and the rest into your hand. Then shuffle your library.",,,1\1
"Gigadrowse",GP,U,Instant,,,C,{U},"Replicate {U} When you cast this spell, copy it for each time you paid its replicate cost. You may choose new targets for the copies.
Tap target permanent.",,,1\1
"Gigantiform",ZEN,G,Enchantment — Aura,,,R,{3}{G}{G},"Kicker {4}
Enchant creature
Enchanted creature is 8\8 and has trample.
When Gigantiform enters the battlefield, if it was kicked, you may search your library for a card named Gigantiform, put it onto the battlefield, then shuffle your library.",,,1\1
